slug,provider,offer,actionButtons,planName,planType,historicalData,apiType,technology,chain,accessPrice,queryPrice,starred,trial,availableApis,limitations,securityImprovements,monitoringAndAnalytics,regions,additionalFeatures,address,tag,uptimeSla,verifiedUptime,blocksBehindSla,verifiedBlocksBehindAvg,bandwidthSla,verifiedLatency,supportSla
shyft-mainnet-launch-recent-state,Shyft,,"[""[Buy](https://shyft.to/solana-rpc-grpc-pricing)"",""[Docs](https://docs.shyft.to/)""]",Launch,Tiered,Pruned,RPC,Solana JSON-RPC,mainnet,$199/mo,$3.3/1M extra credits,FALSE,FALSE,"[""Solana RPCs"",""RabbitStream"",""Yellowstone gRPC"",""Solana APIs""]","[""100M credits"",""150 RPC reqs/s""]","[""Multi-factor authentication (MFA)"",""Role-based access controls (RBAC)"",""End-to-end TLS encryption"",""SOC 2 standards""]","[""Real-time monitoring"",""Low-latency oversight"",""APIs stats""]","[""NY"",""VA"",""Fra"",""Ams"",""Lon"",""Sgp""]",,,,,,,,,,
shyft-mainnet-scale-indexer,Shyft,,"[""[Buy](https://shyft.to/solana-rpc-grpc-pricing)"",""[Docs](https://docs.shyft.to/)""]",Scale,Tiered,Pruned,RPC,Solana JSON-RPC,mainnet,$499/mo,$1.65/1M extra credits,FALSE,FALSE,"[""GraphQL APIs""]","[""150 index req/s""]","[""Multi-factor authentication (MFA)"",""Role-based access controls (RBAC)"",""End-to-end TLS encryption"",""SOC 2 standards""]","[""Real-time monitoring"",""Low-latency oversight"",""APIs stats""]","[""NY"",""VA"",""Fra"",""Ams"",""Lon"",""Sgp""]",,,,,,,,,,
shyft-mainnet-scale-recent-state,Shyft,,"[""[Buy](https://shyft.to/solana-rpc-grpc-pricing)"",""[Docs](https://docs.shyft.to/)""]",Scale,Tiered,Pruned,RPC,Solana JSON-RPC,mainnet,$499/mo,$1.65/1M extra credits,FALSE,FALSE,"[""Solana RPCs"",""RabbitStream"",""Yellowstone gRPC"",""Solana APIs""]","[""500M credits/mo"",""400 RPC reqs/s""]","[""Multi-factor authentication (MFA)"",""Role-based access controls (RBAC)"",""End-to-end TLS encryption"",""SOC 2 standards""]","[""Real-time monitoring"",""Low-latency oversight"",""APIs stats""]","[""NY"",""VA"",""Fra"",""Ams"",""Lon"",""Sgp""]",,,,,,,,,,
spectrum-mainnet-business-recent-state,,!offer:spectrum-business-recent-state,"[""[Website](https://spectrumnodes.com/networks/solana-rpc)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,
spectrum-mainnet-developer-recent-state,,!offer:spectrum-developer-recent-state,"[""[Website](https://spectrumnodes.com/networks/solana-rpc)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,
spectrum-mainnet-enterprise-recent-state,,!offer:spectrum-enterprise-recent-state,"[""[Website](https://spectrumnodes.com/networks/solana-rpc)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,
spectrum-mainnet-free-recent-state,,!offer:spectrum-free-recent-state,"[""[Website](https://spectrumnodes.com/networks/solana-rpc)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,
syndica-devnet-hyperscale-recent-state,Syndica,,"[""[Website](https://docs.syndica.io/?ref=blog.syndica.io#pricing)""]",HyperScale,Enterprise,Recent-State,RPC,EVM JSON-RPC,devnet,Custom,Custom,FALSE,TRUE,"[""getBalance"",""getBlockByNumber"",""getBlocks"",""getRecentPerformanceSamples"",""logsSubscribe"",""slotSubscribe""]","[""Custom""]","[""Authentication and Access Control"",""Customizable Rate Limiting"",""Firewall Controls""]","[""Request Volume and Throughput"",""Performance Metrics & Latency"",""Error Rates and Status Codes""]","[""Global""]","[""Advanced Observability & Analytics"",""Custom Rate Limiting & Security"",""WebSocket Compression"",""App Deployments""]",,,99.99%,,,,,,
syndica-devnet-scale-recent-state,Syndica,,"[""[Website](https://syndica.io/)""]",Scale,Tiered,Recent-State,RPC,EVM JSON-RPC,devnet,$199/month,$0.995/month,FALSE,TRUE,"[""getBalance"",""getBlockByNumber"",""getBlocks"",""getRecentPerformanceSamples"",""logsSubscribe"",""slotSubscribe""]","[""200M req/mo"", ""300 rps""]","[""Authentication and Access Control"",""Customizable Rate Limiting"",""Firewall Controls""]","[""Request Volume and Throughput"",""Performance Metrics & Latency"",""Error Rates and Status Codes""]","[""Global""]","[""Advanced Observability & Analytics"",""Custom Rate Limiting & Security"",""WebSocket Compression"",""App Deployments""]",,,,,,,,,
syndica-devnet-standard-lite-recent-state,Syndica,,"[""[Website](https://syndica.io/)""]",Standard Lite,Free,Recent-State,RPC,EVM JSON-RPC,devnet,$0,$0 ,FALSE,TRUE,"[""getBalance"",""getBlockByNumber"",""getBlocks"",""getRecentPerformanceSamples"",""logsSubscribe"",""slotSubscribe""]","[""1k req/mo""]","[""Authentication and Access Control"",""Customizable Rate Limiting"",""Firewall Controls""]","[""Request Volume and Throughput"",""Performance Metrics & Latency"",""Error Rates and Status Codes""]","[""Global""]","[""Advanced Observability & Analytics"",""Custom Rate Limiting & Security"",""WebSocket Compression"",""App Deployments""]",,,,,,,,,
syndica-devnet-standard-recent-state,Syndica,,"[""[Website](https://docs.syndica.io/?ref=blog.syndica.io#pricing)""]",Standard,Tiered,Recent-State,RPC,EVM JSON-RPC,devnet,$0,$0 ,FALSE,TRUE,"[""getBalance"",""getBlockByNumber"",""getBlocks"",""getRecentPerformanceSamples"",""logsSubscribe"",""slotSubscribe""]","[""100M req/mo"", ""100 rps""]","[""Authentication and Access Control"",""Customizable Rate Limiting"",""Firewall Controls""]","[""Request Volume and Throughput"",""Performance Metrics & Latency"",""Error Rates and Status Codes""]","[""Global""]","[""Advanced Observability & Analytics"",""Custom Rate Limiting & Security"",""WebSocket Compression"",""App Deployments""]",,,,,,,,,
syndica-mainnet-hyperscale-recent-state,Syndica,,"[""[Website](https://docs.syndica.io/?ref=blog.syndica.io#pricing)""]",HyperScale,Enterprise,Recent-State,RPC,EVM JSON-RPC,mainnet,Custom,Custom,FALSE,TRUE,"[""getBalance"",""getBlockByNumber"",""getBlocks"",""getRecentPerformanceSamples"",""logsSubscribe"",""slotSubscribe""]","[""Custom""]","[""Authentication and Access Control"",""Customizable Rate Limiting"",""Firewall Controls""]","[""Request Volume and Throughput"",""Performance Metrics & Latency"",""Error Rates and Status Codes""]","[""Global""]","[""Advanced Observability & Analytics"",""Custom Rate Limiting & Security"",""WebSocket Compression"",""App Deployments""]",,,99.99%,,,,,,
syndica-mainnet-scale-recent-state,Syndica,,"[""[Website](https://docs.syndica.io/?ref=blog.syndica.io#pricing)""]",Scale,Tiered,Recent-State,RPC,EVM JSON-RPC,mainnet,$199/month,$0.995/month,FALSE,TRUE,"[""getBalance"",""getBlockByNumber"",""getBlocks"",""getRecentPerformanceSamples"",""logsSubscribe"",""slotSubscribe""]","[""200M req/mo"", ""300 rps""]","[""Authentication and Access Control"",""Customizable Rate Limiting"",""Firewall Controls""]","[""Request Volume and Throughput"",""Performance Metrics & Latency"",""Error Rates and Status Codes""]","[""Global""]","[""Advanced Observability & Analytics"",""Custom Rate Limiting & Security"",""WebSocket Compression"",""App Deployments""]",,,,,,,,,
syndica-mainnet-standard-lite-recent-state,Syndica,,"[""[Website](https://docs.syndica.io/?ref=blog.syndica.io#pricing)""]",Standard Lite,Free,Recent-State,RPC,EVM JSON-RPC,mainnet,$0,$0,FALSE,TRUE,"[""getBalance"",""getBlockByNumber"",""getBlocks"",""getRecentPerformanceSamples"",""logsSubscribe"",""slotSubscribe""]","[""1k req/mo""]","[""Authentication and Access Control"",""Customizable Rate Limiting"",""Firewall Controls""]","[""Request Volume and Throughput"",""Performance Metrics & Latency"",""Error Rates and Status Codes""]","[""Global""]","[""Advanced Observability & Analytics"",""Custom Rate Limiting & Security"",""WebSocket Compression"",""App Deployments""]",,,,,,,,,
syndica-mainnet-standard-recent-state,Syndica,,"[""[Website](https://docs.syndica.io/?ref=blog.syndica.io#pricing)""]",Standard,Tiered,Recent-State,RPC,EVM JSON-RPC,mainnet,$0,$0,FALSE,TRUE,"[""getBalance"",""getBlockByNumber"",""getBlocks"",""getRecentPerformanceSamples"",""logsSubscribe"",""slotSubscribe""]","[""100M req/mo"", ""100 rps""]","[""Authentication and Access Control"",""Customizable Rate Limiting"",""Firewall Controls""]","[""Request Volume and Throughput"",""Performance Metrics & Latency"",""Error Rates and Status Codes""]","[""Global""]","[""Advanced Observability & Analytics"",""Custom Rate Limiting & Security"",""WebSocket Compression"",""App Deployments""]",,,,,,,,,
tatum-devnet-free-recent-state,,!offer:tatum-free-recent-state,"[""[Website](https://www.tatum.io?via=chainlove)"",""[Docs](https://docs.tatum.io/reference/rpc-solana)""]",,,,,,devnet,,,,,,,,,,,,,,,,,,,
tatum-devnet-pro-recent-state,,!offer:tatum-pro-recent-state,"[""[Buy](https://www.tatum.io?via=chainlove)"",""[Docs](https://docs.tatum.io/reference/rpc-solana)""]",,,,,,devnet,,,,,,,,,,,,,,,,,,,
tatum-devnet-scale-recent-state,,!offer:tatum-scale-recent-state,"[""[Buy](https://www.tatum.io?via=chainlove)"",""[Docs](https://docs.tatum.io/reference/rpc-solana)""]",,,,,,devnet,,,,,,,,,,,,,,,,,,,
tatum-devnet-starter-recent-state,,!offer:tatum-starter-recent-state,"[""[Buy](https://www.tatum.io?via=chainlove)"",""[Docs](https://docs.tatum.io/reference/rpc-solana)""]",,,,,,devnet,,,,,,,,,,,,,,,,,,,
tatum-mainnet-free-recent-state,,!offer:tatum-free-recent-state,"[""[Website](https://www.tatum.io?via=chainlove)"",""[Docs](https://docs.tatum.io/reference/rpc-solana)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,
tatum-mainnet-pro-recent-state,,!offer:tatum-pro-recent-state,"[""[Buy](https://www.tatum.io?via=chainlove)"",""[Docs](https://docs.tatum.io/reference/rpc-solana)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,
tatum-mainnet-scale-recent-state,,!offer:tatum-scale-recent-state,"[""[Buy](https://www.tatum.io?via=chainlove)"",""[Docs](https://docs.tatum.io/reference/rpc-solana)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,
tatum-mainnet-starter-recent-state,,!offer:tatum-starter-recent-state,"[""[Buy](https://www.tatum.io?via=chainlove)"",""[Docs](https://docs.tatum.io/reference/rpc-solana)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,,
uniblock-devnet-business-custom,,!offer:uniblock-business-custom,,,,,,,devnet,,,,,,,,,,,,,,,,,,,
uniblock-devnet-dedicated-custom,,!offer:uniblock-dedicated-custom,,,,,,,devnet,,,,,,,,,,,,,,,,,,,
uniblock-devnet-growth-custom,,!offer:uniblock-growth-custom,,,,,,,devnet,,,,,,,,,,,,,,,,,,,
uniblock-devnet-pro-custom,,!offer:uniblock-pro-custom,,,,,,,devnet,,,,,,,,,,,,,,,,,,,
uniblock-devnet-startup-custom,,!offer:uniblock-startup-custom,,,,,,,devnet,,,,,,,,,,,,,,,,,,,
uniblock-mainnet-business-custom,,!offer:uniblock-business-custom,,,,,,,mainnet,,,,,,,,,,,,,,,,,,,
uniblock-mainnet-dedicated-custom,,!offer:uniblock-dedicated-custom,,,,,,,mainnet,,,,,,,,,,,,,,,,,,,
uniblock-mainnet-growth-custom,,!offer:uniblock-growth-custom,,,,,,,mainnet,,,,,,,,,,,,,,,,,,,
uniblock-mainnet-pro-custom,,!offer:uniblock-pro-custom,,,,,,,mainnet,,,,,,,,,,,,,,,,,,,
uniblock-mainnet-startup-custom,,!offer:uniblock-startup-custom,,,,,,,mainnet,,,,,,,,,,,,,,,,,,,
zerion-mainnet-builder-indexer,,!offer:zerion-builder-indexer,,,,,,,mainnet,,,,,,,,,,,,,,,,,,,
zerion-mainnet-developer-indexer,,!offer:zerion-developer-indexer,,,,,,,mainnet,,,,,,,,,,,,,,,,,,,
zerion-mainnet-enterprise-indexer,,!offer:zerion-enterprise-indexer,,,,,,,mainnet,,,,,,,,,,,,,,,,,,,
zerion-mainnet-growth-indexer,,!offer:zerion-growth-indexer,,,,,,,mainnet,,,,,,,,,,,,,,,,,,,
zerion-mainnet-startup-indexer,,!offer:zerion-startup-indexer,,,,,,,mainnet,,,,,,,,,,,,,,,,,,,
